Date,daily_return,equity,peak,drawdown,trading_cost
2025-02-01,0.0,12654.187260371324,13248.266765998482,-0.04484205489821924,0.0
2025-02-02,0.0,12654.187260371324,13248.266765998482,-0.04484205489821924,0.0
2025-02-03,-0.010666149457708371,12519.215807786373,13248.266765998482,-0.055029912296392536,0.0008250000000000001
2025-02-04,-0.0018011539866794823,12496.666772324077,13248.266765998482,-0.05673194893715283,0.00030000000000000003
2025-02-05,0.0010174089984173683,12509.380993548462,13248.266765998482,-0.055772259534081936,0.0
2025-02-06,-0.00045762968785088235,12503.656329429175,13248.266765998482,-0.05620436618021163,0.000525
2025-02-07,-0.002309750747795624,12474.7759998721,13248.266765998482,-0.058384298851192895,0.0004500000000000001
2025-02-08,0.0,12474.7759998721,13248.266765998482,-0.058384298851192895,0.0
2025-02-09,0.0,12474.7759998721,13248.266765998482,-0.058384298851192895,0.0
2025-02-10,0.0043701677464762,12529.292863591254,13248.266765998482,-0.05426928028445699,0.00014350615464794905
2025-02-11,-0.0019741142451271624,12504.558608067868,13248.266765998482,-0.05613626077030187,6.493845352050977e-06
2025-02-12,-0.004134585890503551,12452.857436479975,13248.266765998482,-0.06003874646907892,0.00015000000000000001
2025-02-13,0.005018942132231425,12515.357607334598,13248.266765998482,-0.05532113533106742,0.00030000000000000003
2025-02-14,0.0010420656502869094,12528.39943159826,13248.266765998482,-0.05433671793564365,0.000525
2025-02-15,0.0,12528.39943159826,13248.266765998482,-0.05433671793564365,0.0
2025-02-16,0.0,12528.39943159826,13248.266765998482,-0.05433671793564365,0.0
2025-02-17,-0.0004899601884041671,12522.261014652351,13248.266765998482,-0.05480005529549081,0.000675
2025-02-18,0.0007585086695305389,12531.75925819409,13248.266765998482,-0.05408311294299262,0.00030000000000000003
2025-02-19,-2.0173770443620643e-05,12531.506445359562,13248.266765998482,-0.05410219565313068,0.0006000000000000001
2025-02-20,-0.002521137812520299,12499.912790612325,13248.266765998482,-0.056486934374449516,0.000675
2025-02-21,-0.006643025454139215,12416.875551769766,13248.266765998482,-0.062754715685713,7.500000000000001e-05
2025-02-22,0.0019160458070055205,12440.666854106843,13248.266765998482,-0.06095891078856708,7.500000000000001e-05
2025-02-23,-7.500000000000001e-05,12439.733804092784,13248.266765998482,-0.061029338870257965,7.500000000000001e-05
2025-02-24,-0.009126056625557329,12326.208088989773,13248.266765998482,-0.06959843829346501,0.0006
2025-02-25,-2.4284817705566564e-05,12325.908749273332,13248.266765998482,-0.06962103292578392,0.0
2025-02-26,-0.0027040125258632197,12292.57933762265,13248.266765998482,-0.07213678930655232,0.0
2025-02-27,-0.0014230832290805073,12275.085974125139,13248.266765998482,-0.07345721588057086,0.00015000000000000001
2025-02-28,-0.00015000000000000001,12273.244711229021,13248.266765998482,-0.07359619729818867,0.00015000000000000001
2025-03-01,0.0,12273.244711229021,13248.266765998482,-0.07359619729818867,0.0
2025-03-02,-0.00015000000000000001,12271.403724522335,13248.266765998482,-0.07373515786859408,0.00015000000000000001
2025-03-03,-0.011271104114118035,12133.09145551687,13248.266765998482,-0.08417518534150414,0.00030000000000000003
2025-03-04,0.0,12133.09145551687,13248.266765998482,-0.08417518534150414,0.0
2025-03-05,0.0,12133.09145551687,13248.266765998482,-0.08417518534150414,0.0
2025-03-06,0.0,12133.09145551687,13248.266765998482,-0.08417518534150414,0.0
2025-03-07,0.0,12133.09145551687,13248.266765998482,-0.08417518534150414,0.0
2025-03-08,0.0,12133.09145551687,13248.266765998482,-0.08417518534150414,0.0
2025-03-09,0.0,12133.09145551687,13248.266765998482,-0.08417518534150414,0.0
2025-03-10,0.0,12133.09145551687,13248.266765998482,-0.08417518534150414,0.0
2025-03-11,0.0,12133.09145551687,13248.266765998482,-0.08417518534150414,0.0
2025-03-12,0.0,12133.09145551687,13248.266765998482,-0.08417518534150414,0.0
2025-03-13,-0.000225,12130.361509939377,13248.266765998482,-0.08438124592480245,0.000225
2025-03-14,0.0005102773065701406,12136.551358138393,13248.266765998482,-0.08391402645312762,0.00012673655127517375
2025-03-15,-6.557708261589738e-06,12136.471770175283,13248.266765998482,-0.08392003387768476,6.557708261589738e-06
2025-03-16,-7.273367300498289e-06,12136.383497158366,13248.266765998482,-0.08392669686375509,7.273367300498289e-06
2025-03-17,-0.0020916923723962545,12110.997916368884,13248.266765998482,-0.08584284040448098,9.432373162738234e-06
2025-03-18,-0.0016046602673797927,12091.563879214167,13248.266765998482,-0.08730975207662472,0.00015000000000000001
2025-03-19,0.00023132848645075475,12094.361002385167,13248.266765998482,-0.08709862082297437,0.0
2025-03-20,9.898812142542512e-05,12095.558200460637,13248.266765998482,-0.08700825443040272,0.0
2025-03-21,-0.0005786656408001688,12088.558916523732,13248.266765998482,-0.08753657138389803,0.00015000000000000001
2025-03-22,0.0,12088.558916523732,13248.266765998482,-0.08753657138389803,0.0
2025-03-23,-0.00015000000000000001,12086.745632686256,13248.266765998482,-0.08767344089819029,0.00015000000000000001
2025-03-24,0.0011603202414450383,12100.770128297057,13248.266765998482,-0.08661484992485668,0.0008700000000000001
2025-03-25,0.0016849824937820708,12121.15971412452,13248.266765998482,-0.08507581193689939,0.0006000000000000001
2025-03-26,-0.0077168976989213,12027.621964618336,13248.266765998482,-0.09213618829845094,0.0010500000000000002
2025-03-27,-0.003197537959712825,11989.163186821394,13248.266765998482,-0.09503911729861614,0.0004500000000000001
2025-03-28,-0.004836356447823888,11931.179320138799,13248.266765998482,-0.0994158306986973,0.000375
2025-03-29,-0.004105612567503438,11882.1945203769,13248.266765998482,-0.10311328038227541,0.00022586983562563289
2025-03-30,-2.3527377219257353e-06,11882.16656468963,13248.266765998482,-0.10311539052149299,2.3527377219257353e-06
2025-03-31,-0.0005845775955603521,11875.220516329198,13248.266765998482,-0.103639689169997,0.0006033854809121282
2025-04-01,0.0059154492527651115,11945.46778065894,13248.266765998482,-0.09833731523908917,0.0007528292810110958
2025-04-02,-0.0039682722227799335,11898.064912676839,13248.266765998482,-0.10191535822534314,0.0009020999144533389
2025-04-03,-0.016228528294359165,11704.976829593339,13248.266765998482,-0.11648995024511266,0.00016149424002862795
2025-04-04,-0.009380026219931784,11595.183840028058,13248.266765998482,-0.12477729767738688,0.00016586809494162108
2025-04-05,-0.0006618397707604716,11587.509686213449,13248.266765998482,-0.12535655487005637,0.00015290257647709515
2025-04-06,-8.385640085072585e-05,11586.537999356338,13248.266765998482,-0.1254298993213928,8.385640085072585e-05
2025-04-07,0.0003634361233480154,11590.74896580985,13248.266765998482,-0.12511204895440597,0.0
2025-04-08,0.0007910349373764113,11599.917653192164,13248.266765998482,-0.1244199820188393,0.0
2025-04-09,0.0034670140139203523,11640.134730256104,13248.266765998482,-0.12138433382618996,0.0003362646746042393
2025-04-10,-0.00879381270672061,11537.77356555724,13248.266765998482,-0.12911071543571284,9.419709424178414e-05
2025-04-11,0.00613502939746718,11608.558145563253,13248.266765998482,-0.12376778407297184,0.00014186851036547343
2025-04-12,0.0020912510821251376,11632.834555347074,13248.266765998482,-0.12193536250322157,3.07200253193865e-06
2025-04-13,-0.001939541636666072,11610.27218837453,13248.266765998482,-0.12363840542733062,0.0001422723221440214
2025-04-14,-0.0035788885290460063,11568.720318420455,13248.266765998482,-0.1267748058854432,0.0002415127783589154
2025-04-15,-0.0011988425288644343,11554.851244498195,13248.266765998482,-0.1278216653854236,0.00031425209660204586
2025-04-16,-0.0065882227452971984,11478.725310710664,13248.266765998482,-0.13356777052748703,0.00031992696888638773
2025-04-17,-0.0012592851273623583,11464.270322645809,13248.266765998482,-0.13465885574792913,0.00015000000000000001
2025-04-18,-0.0006741064106856208,11456.542184527481,13248.266765998482,-0.1352421877606994,0.00015000000000000001
2025-04-19,-0.00015000000000000001,11454.823703199801,13248.266765998482,-0.1353719014325353,0.00015000000000000001
2025-04-20,-0.0002462009150784095,11452.00351512201,13248.266765998482,-0.13558477366160526,0.0
2025-04-21,0.0022578378786042076,11477.860282444362,13248.266765998482,-0.13363306422073618,0.0
2025-04-22,0.01157598632149458,11610.727836073964,13248.266765998482,-0.1236040124227602,0.0002179924833752517
2025-04-23,-0.0018978874273681565,11588.691981691285,13248.266765998482,-0.125267313348979,0.0003876357635481143
2025-04-24,0.005855663528872143,11656.55146267581,13248.266765998482,-0.12014517305824413,0.0010092299231391176
2025-04-25,0.012591352068398261,11803.323206045763,13248.266765998482,-0.10906661116314087,0.0006698581700624837
2025-04-26,0.0007587360362209027,11812.278812709354,13248.266765998482,-0.10839062789515785,0.00015
2025-04-27,-0.0008611036896576495,11802.107215840464,13248.266765998482,-0.10915839601521071,0.00015
2025-04-28,-0.0013961198186270523,11785.630060054867,13248.266765998482,-0.11040211763379149,0.00048371681415929193
2025-04-29,0.003923485895642435,11831.870813366753,13248.266765998482,-0.10691179288953423,0.00021238938053097362
2025-04-30,0.002315820763298547,11859.271305465014,13248.266765998482,-0.10484356067605072,0.00028571428571428546
2025-05-01,0.01960410143597415,12091.761663094087,13248.266765998482,-0.08729482303847869,0.0009436893203883495
2025-05-02,0.0007753548183487221,12101.137068761891,13248.266765998482,-0.08658715268178974,0.0004500000000000001
2025-05-03,-0.0015599291229787433,12082.260152627172,13248.266765998482,-0.0880120119836243,0.0004943535018851704
2025-05-04,-0.0016220666686686033,12062.661921151412,13248.266765998482,-0.08949131730121185,3.8003959135275435e-06
2025-05-05,-0.004640420233511753,12006.686100702489,13248.266765998482,-0.09371646021519542,0.00015024687968476805
2025-05-06,-0.002478043651944697,11976.933008429749,13248.266765998482,-0.09596227038782124,0.00030088454825042977
2025-05-07,-0.0005067505175221123,11970.863691429398,13248.266765998482,-0.09642039197516183,0.0003788092254626955
2025-05-08,0.019754643291510256,12207.343833544879,13248.266765998482,-0.0785704991331484,0.00030000000000000003
2025-05-09,0.005024640758725863,12268.681350926689,13248.266765998482,-0.07394064690680047,0.0004500000000000001
2025-05-10,0.00672886887441436,12351.235698999046,13248.266765998482,-0.0677093149499115,0.0
2025-05-11,-0.0021173185504154497,12325.084198533003,13248.266765998482,-0.06968327131174745,0.000375
2025-05-12,0.015267954104576084,12513.263018411242,13248.266765998482,-0.05547923819541567,0.000375
2025-05-13,0.015133244349659803,12702.629285280422,13248.266765998482,-0.0411855747137001,0.00030000000000000003
2025-05-14,0.006139442837031997,12780.61635165741,13248.266765998482,-0.035298988358333006,0.0
2025-05-15,-0.0025222637097862266,12748.380266844923,13248.266765998482,-0.03773221871079102,0.00036823008849557517
2025-05-16,0.002477888020023516,12779.969325582842,13248.266765998482,-0.03534782690347982,0.00036823008849557517
2025-05-17,-0.0016316840785903781,12759.116453109416,13248.266765998482,-0.03692183449569897,0.00015
2025-05-18,0.00021847008663161154,12761.90393838627,13248.266765998482,-0.03671143072544836,0.00015
2025-05-19,-0.004699974803429266,12701.923311432069,13248.266765998482,-0.041238862729470194,0.00015000000000000001
2025-05-20,0.00014659721082034734,12703.785377961578,13248.266765998482,-0.041098311020903444,0.0004500000000000001
2025-05-21,-0.009156725128135052,12587.460307168763,13248.266765998482,-0.04987871021178936,0.00030000000000000003
2025-05-22,0.0005452698704014017,12594.323870019136,13248.266765998482,-0.04936063769924093,0.000225
2025-05-23,-0.012829812729796644,12432.741053308382,13248.266765998482,-0.061557162691133094,0.00042000000000000007
2025-05-24,0.00047736831818848965,12438.676049995474,13248.266765998482,-0.06110917981217079,7.500000000000002e-05
